SubjectNumber,SessionNumber,SOA,PrimeCondition,Accuracy,Mean RT,StDev RT
445,2,200,first associate unrelated,0.96,680.98,169.41
445,2,200,other associate unrelated,0.94,699.08,225.69
445,2,1200,first associate related,1.00,718.73,260.20
445,2,1200,other associate related,0.94,740.33,247.18
445,2,1200,first associate unrelated,1.00,737.67,217.32
445,2,1200,other associate unrelated,0.98,778.35,340.16
446,1,200,first associate related,0.83,210.49,193.20
446,1,200,other associate related,0.77,432.35,490.50
446,1,200,first associate unrelated,0.84,360.37,331.57
446,1,200,other associate unrelated,0.81,375.69,371.80
446,1,1200,first associate related,0.98,541.36,310.40
446,1,1200,other associate related,1.00,577.88,228.85
446,1,1200,first associate unrelated,0.98,563.18,195.53
446,1,1200,other associate unrelated,0.96,588.84,333.47
446,2,200,first associate related,0.81,316.00,278.37
446,2,200,other associate related,0.85,353.45,369.45
446,2,200,first associate unrelated,0.85,302.98,289.42
446,2,200,other associate unrelated,0.86,271.09,280.54
446,2,1200,first associate related,1.00,676.75,215.60
446,2,1200,other associate related,0.98,679.35,286.98
446,2,1200,first associate unrelated,0.94,717.76,322.07
446,2,1200,other associate unrelated,0.96,723.34,172.10
447,1,200,first associate related,0.98,862.71,310.80
447,1,200,other associate related,1.00,815.31,247.10
447,1,200,first associate unrelated,0.98,779.25,176.34
447,1,200,other associate unrelated,0.98,842.61,234.78
447,1,1200,first associate related,0.98,689.72,175.94
447,1,1200,other associate related,1.00,685.33,148.61
447,1,1200,first associate unrelated,0.90,711.49,189.54
447,1,1200,other associate unrelated,0.96,736.36,183.71
447,2,200,first associate related,0.98,722.42,191.65
447,2,200,other associate related,0.96,657.96,123.81
447,2,200,first associate unrelated,0.96,727.92,254.20
447,2,200,other associate unrelated,0.98,672.00,105.52
447,2,1200,first associate related,0.98,665.20,111.98
447,2,1200,other associate related,1.00,686.25,257.88
447,2,1200,first associate unrelated,0.90,732.98,270.68
447,2,1200,other associate unrelated,0.91,656.02,140.75
448,1,200,first associate related,1.00,771.50,200.63
448,1,200,other associate related,0.98,774.02,247.05
448,1,200,first associate unrelated,1.00,848.61,365.39
448,1,200,other associate unrelated,0.96,795.46,296.77
448,1,1200,first associate related,1.00,680.47,231.77
448,1,1200,other associate related,0.96,662.30,144.41
448,1,1200,first associate unrelated,0.98,683.59,180.46
448,1,1200,other associate unrelated,0.96,733.04,293.17
448,2,200,first associate related,1.00,716.88,172.54
448,2,200,other associate related,0.96,772.00,239.17
448,2,200,first associate unrelated,0.96,782.70,259.80
448,2,200,other associate unrelated,1.00,797.96,256.32
448,2,1200,first associate related,1.00,702.25,171.84
448,2,1200,other associate related,0.98,733.94,154.56
448,2,1200,first associate unrelated,0.92,791.52,285.29
448,2,1200,other associate unrelated,0.98,785.90,209.24
449,1,200,first associate related,0.98,741.04,205.27
449,1,200,other associate related,1.00,762.98,172.59
449,1,200,first associate unrelated,0.94,752.51,161.66
449,1,200,other associate unrelated,0.98,719.48,227.45
449,1,1200,first associate related,0.94,939.47,352.41
449,1,1200,other associate related,0.96,866.00,280.96
449,1,1200,first associate unrelated,0.90,937.49,310.83
449,1,1200,other associate unrelated,0.96,830.48,206.05
449,2,200,first associate related,0.98,687.06,192.77
449,2,200,other associate related,0.98,646.16,138.93
449,2,200,first associate unrelated,1.00,735.44,267.69
449,2,200,other associate unrelated,0.96,732.76,269.96
449,2,1200,first associate related,1.00,753.08,244.88
449,2,1200,other associate related,1.00,788.40,249.21
449,2,1200,first associate unrelated,0.98,742.86,226.32
449,2,1200,other associate unrelated,1.00,828.71,258.92
450,1,200,first associate related,1.00,651.49,142.07
450,1,200,other associate related,1.00,646.67,176.07
450,1,200,first associate unrelated,1.00,683.43,187.27
450,1,200,other associate unrelated,1.00,679.17,165.43
450,1,1200,first associate related,1.00,654.96,163.37
450,1,1200,other associate related,1.00,649.31,141.15
450,1,1200,first associate unrelated,0.98,692.84,151.57
450,1,1200,other associate unrelated,0.98,689.71,193.39
450,2,200,first associate related,1.00,606.02,108.14
450,2,200,other associate related,0.98,674.35,186.23
450,2,200,first associate unrelated,1.00,649.65,122.24
450,2,200,other associate unrelated,0.96,639.52,156.22
450,2,1200,first associate related,0.98,581.20,103.40
450,2,1200,other associate related,1.00,617.33,146.98
450,2,1200,first associate unrelated,1.00,625.65,116.29
450,2,1200,other associate unrelated,0.98,626.12,113.24
451,1,200,first associate related,0.96,691.20,189.72
451,1,200,other associate related,0.94,641.47,106.97
451,1,200,first associate unrelated,0.90,706.96,180.98
451,1,200,other associate unrelated,0.87,682.96,168.74
451,1,1200,first associate related,0.90,641.00,88.93
451,1,1200,other associate related,0.88,692.39,152.72
451,1,1200,first associate unrelated,0.87,668.18,145.74
451,1,1200,other associate unrelated,0.92,700.04,126.25
451,2,200,first associate related,0.92,588.54,71.46
451,2,200,other associate related,0.96,613.20,132.34
451,2,200,first associate unrelated,0.87,621.58,104.45
451,2,200,other associate unrelated,0.88,626.09,120.44
451,2,1200,first associate related,0.85,601.95,88.55
451,2,1200,other associate related,0.94,617.06,82.98
451,2,1200,first associate unrelated,0.81,649.40,143.42
451,2,1200,other associate unrelated,0.81,633.40,104.20
452,1,200,first associate related,0.96,755.76,343.36
452,1,200,other associate related,0.96,736.42,208.41
452,1,200,first associate unrelated,0.96,751.12,234.84
452,1,200,other associate unrelated,0.94,791.10,301.39
452,1,1200,first associate related,1.00,735.12,246.08
452,1,1200,other associate related,1.00,766.42,324.37
452,1,1200,first associate unrelated,0.96,772.27,318.90
452,1,1200,other associate unrelated,0.94,785.27,376.68
452,2,200,first associate related,1.00,626.62,141.36
452,2,200,other associate related,0.94,647.76,204.13
452,2,200,first associate unrelated,0.94,615.96,105.83
452,2,200,other associate unrelated,0.94,692.59,217.33
452,2,1200,first associate related,0.96,638.96,167.62
452,2,1200,other associate related,0.94,600.98,132.99
452,2,1200,first associate unrelated,0.94,676.50,287.12
452,2,1200,other associate unrelated,0.92,567.13,137.24
453,1,200,first associate related,0.98,561.22,184.78
453,1,200,other associate related,0.96,493.10,53.59
453,1,200,first associate unrelated,0.98,586.76,313.98
453,1,200,other associate unrelated,0.96,586.90,161.14
453,1,1200,first associate related,0.98,464.27,96.05
453,1,1200,other associate related,0.94,457.12,58.04
453,1,1200,first associate unrelated,0.90,498.04,128.04
453,1,1200,other associate unrelated,0.90,501.47,87.15
453,2,200,first associate related,1.00,528.94,65.12
453,2,200,other associate related,0.98,584.78,189.68
453,2,200,first associate unrelated,0.98,601.29,125.60
453,2,200,other associate unrelated,1.00,570.52,103.24
453,2,1200,first associate related,1.00,512.63,89.09
453,2,1200,other associate related,1.00,502.38,60.43
453,2,1200,first associate unrelated,0.98,563.63,91.03
453,2,1200,other associate unrelated,0.98,550.43,83.83
454,1,200,first associate related,1.00,502.21,95.17
454,1,200,other associate related,0.96,511.06,95.08
454,1,200,first associate unrelated,1.00,529.73,93.30
454,1,200,other associate unrelated,0.98,539.22,95.35
454,1,1200,first associate related,0.98,505.39,116.58
454,1,1200,other associate related,0.96,523.54,102.03
454,1,1200,first associate unrelated,0.96,536.70,118.23
454,1,1200,other associate unrelated,0.98,553.20,123.02
454,2,200,first associate related,0.98,545.14,99.75
454,2,200,other associate related,1.00,597.61,166.76
454,2,200,first associate unrelated,0.98,564.61,71.77
454,2,200,other associate unrelated,0.96,604.10,142.68
454,2,1200,first associate related,0.98,538.71,139.04
454,2,1200,other associate related,0.96,525.38,100.83
454,2,1200,first associate unrelated,0.96,552.45,94.06
454,2,1200,other associate unrelated,1.00,556.06,135.31
455,1,200,first associate related,1.00,789.02,222.69
455,1,200,other associate related,0.94,771.12,243.84
455,1,200,first associate unrelated,0.92,775.33,264.91
455,1,200,other associate unrelated,0.94,774.39,197.09
455,1,1200,first associate related,1.00,981.60,211.84
455,1,1200,other associate related,0.94,929.67,186.28
455,1,1200,first associate unrelated,0.92,955.31,248.77
455,1,1200,other associate unrelated,0.94,915.88,192.74
455,2,200,first associate related,0.96,960.74,242.28
455,2,200,other associate related,1.00,965.50,334.80
455,2,200,first associate unrelated,0.96,1016.52,320.90
455,2,200,other associate unrelated,1.00,970.67,291.93
455,2,1200,first associate related,0.98,1115.80,385.04
455,2,1200,other associate related,1.00,1154.37,414.67
455,2,1200,first associate unrelated,0.96,1116.06,352.57
455,2,1200,other associate unrelated,0.92,1167.04,411.65
456,1,200,first associate related,1.00,1008.50,189.41
456,1,200,other associate related,0.98,1016.25,278.28
456,1,200,first associate unrelated,0.98,1053.88,291.87
456,1,200,other associate unrelated,1.00,1056.23,299.18
456,1,1200,first associate related,0.98,827.00,209.27
456,1,1200,other associate related,1.00,837.76,266.86
456,1,1200,first associate unrelated,1.00,821.32,219.60
456,1,1200,other associate unrelated,1.00,772.00,261.36
456,2,200,first associate related,1.00,909.54,335.20
456,2,200,other associate related,1.00,959.60,362.16
456,2,200,first associate unrelated,0.96,975.20,322.06
456,2,200,other associate unrelated,1.00,859.21,285.04
456,2,1200,first associate related,1.00,801.90,252.84
456,2,1200,other associate related,0.98,877.82,306.70
456,2,1200,first associate unrelated,1.00,877.04,276.74
456,2,1200,other associate unrelated,0.96,842.47,295.48
457,1,200,first associate related,0.96,632.49,146.57
457,1,200,other associate related,0.96,607.29,161.34
457,1,200,first associate unrelated,0.96,650.66,171.00
457,1,200,other associate unrelated,0.90,658.66,163.49
457,1,1200,first associate related,0.98,716.32,185.06
457,1,1200,other associate related,0.94,712.76,174.43
457,1,1200,first associate unrelated,0.96,700.78,136.73
457,1,1200,other associate unrelated,0.96,696.90,143.84
457,2,200,first associate related,0.96,625.98,141.77
457,2,200,other associate related,0.96,686.24,190.12
457,2,200,first associate unrelated,0.90,741.22,307.54
457,2,200,other associate unrelated,0.96,707.72,200.40
457,2,1200,first associate related,0.96,704.45,169.10
457,2,1200,other associate related,0.94,669.90,180.76
457,2,1200,first associate unrelated,0.94,785.73,251.27
457,2,1200,other associate unrelated,0.92,722.53,273.67
458,1,200,first associate related,0.98,483.04,115.16
458,1,200,other associate related,1.00,503.35,120.28
458,1,200,first associate unrelated,0.92,521.96,122.98
458,1,200,other associate unrelated,0.88,511.22,102.50
458,1,1200,first associate related,1.00,535.19,88.11
458,1,1200,other associate related,0.94,565.80,103.17
458,1,1200,first associate unrelated,0.90,568.19,77.48
458,1,1200,other associate unrelated,0.98,586.43,103.85
458,2,200,first associate related,0.96,490.30,92.32
458,2,200,other associate related,0.96,504.98,92.85
458,2,200,first associate unrelated,0.96,501.70,80.65
458,2,200,other associate unrelated,0.98,489.35,96.14
458,2,1200,first associate related,0.96,498.06,83.83
458,2,1200,other associate related,0.96,502.54,110.29
458,2,1200,first associate unrelated,0.92,544.23,113.60
458,2,1200,other associate unrelated,0.96,527.62,103.64
459,1,200,first associate related,0.96,540.00,112.78
459,1,200,other associate related,0.90,547.98,112.86
459,1,200,first associate unrelated,0.98,627.25,207.88
459,1,200,other associate unrelated,0.94,602.71,174.61
459,1,1200,first associate related,0.96,577.40,177.78
459,1,1200,other associate related,0.96,565.76,146.92
459,1,1200,first associate unrelated,0.94,557.37,117.61
459,1,1200,other associate unrelated,0.96,580.74,178.33
459,2,200,first associate related,0.92,512.96,76.89
459,2,200,other associate related,1.00,540.71,177.81
459,2,200,first associate unrelated,0.96,556.92,154.18
459,2,200,other associate unrelated,0.90,559.09,153.39
459,2,1200,first associate related,1.00,547.46,171.87
459,2,1200,other associate related,0.96,587.96,202.95
459,2,1200,first associate unrelated,0.98,564.80,100.03
459,2,1200,other associate unrelated,0.96,558.24,103.16
460,1,200,first associate related,0.98,642.88,124.74
460,1,200,other associate related,0.96,667.92,157.54
460,1,200,first associate unrelated,0.96,710.20,171.70
460,1,200,other associate unrelated,0.94,692.12,170.20
460,1,1200,first associate related,0.96,673.60,166.25
460,1,1200,other associate related,0.94,619.63,103.02
460,1,1200,first associate unrelated,0.92,652.08,109.36
460,1,1200,other associate unrelated,0.96,666.12,183.71
460,2,200,first associate related,0.96,632.72,162.43
460,2,200,other associate related,1.00,622.12,98.70
460,2,200,first associate unrelated,0.98,663.49,129.51
460,2,200,other associate unrelated,0.92,650.91,155.65
460,2,1200,first associate related,0.94,557.96,76.99
460,2,1200,other associate related,0.98,606.63,155.83
460,2,1200,first associate unrelated,0.90,619.57,157.88
460,2,1200,other associate unrelated,1.00,594.92,93.84
461,1,200,first associate related,1.00,575.60,226.55
461,1,200,other associate related,0.94,554.39,168.05
461,1,200,first associate unrelated,0.98,612.57,163.83
461,1,200,other associate unrelated,0.90,641.40,130.05
461,1,1200,first associate related,0.94,702.58,225.91
461,1,1200,other associate related,0.96,690.84,212.03
461,1,1200,first associate unrelated,0.94,672.31,183.01
461,1,1200,other associate unrelated,0.90,699.62,206.98
461,2,200,first associate related,0.96,619.14,205.67
461,2,200,other associate related,0.96,653.82,182.69
461,2,200,first associate unrelated,0.94,683.55,202.05
461,2,200,other associate unrelated,0.96,730.88,253.49
461,2,1200,first associate related,0.94,801.67,232.43
461,2,1200,other associate related,0.98,791.14,232.72
461,2,1200,first associate unrelated,0.96,722.96,183.38
461,2,1200,other associate unrelated,0.98,800.82,242.06
462,1,200,first associate related,0.92,675.94,222.50
462,1,200,other associate related,0.94,645.57,134.32
462,1,200,first associate unrelated,0.85,688.41,178.17
462,1,200,other associate unrelated,0.92,724.45,242.94
462,1,1200,first associate related,0.96,678.88,176.05
462,1,1200,other associate related,0.96,669.76,128.32
462,1,1200,first associate unrelated,0.92,700.25,195.65
462,1,1200,other associate unrelated,0.88,635.37,106.33
462,2,200,first associate related,0.81,623.36,122.76
462,2,200,other associate related,0.92,635.27,296.77
462,2,200,first associate unrelated,0.90,609.98,113.59
462,2,200,other associate unrelated,0.88,651.26,314.40
462,2,1200,first associate related,0.96,663.08,190.26
462,2,1200,other associate related,0.96,664.12,199.06
462,2,1200,first associate unrelated,0.92,696.09,192.93
462,2,1200,other associate unrelated,0.94,711.51,220.82
463,1,200,first associate related,1.00,536.96,67.49
463,1,200,other associate related,1.00,585.04,109.96
463,1,200,first associate unrelated,0.96,581.56,90.45
463,1,200,other associate unrelated,0.98,610.41,135.90
463,1,1200,first associate related,0.98,558.02,100.72
463,1,1200,other associate related,1.00,580.69,110.01
463,1,1200,first associate unrelated,0.98,573.53,71.68
463,1,1200,other associate unrelated,0.98,589.82,96.37
463,2,200,first associate related,1.00,548.13,109.15
463,2,200,other associate related,1.00,521.87,68.14
463,2,200,first associate unrelated,0.98,586.27,138.98
463,2,200,other associate unrelated,1.00,550.21,69.05
463,2,1200,first associate related,0.98,565.41,94.03
463,2,1200,other associate related,0.98,573.70,97.10
463,2,1200,first associate unrelated,1.00,607.30,154.56
463,2,1200,other associate unrelated,0.96,607.02,131.57
464,1,200,first associate related,1.00,766.00,298.56
464,1,200,other associate related,1.00,695.38,191.41
464,1,200,first associate unrelated,0.98,728.43,274.92
464,1,200,other associate unrelated,1.00,807.56,359.04
464,1,1200,first associate related,1.00,762.02,192.36
464,1,1200,other associate related,1.00,729.21,200.58
464,1,1200,first associate unrelated,1.00,777.69,234.95
464,1,1200,other associate unrelated,1.00,876.31,312.33
464,2,200,first associate related,1.00,1043.73,253.50
464,2,200,other associate related,1.00,989.79,226.88
464,2,200,first associate unrelated,1.00,1045.35,249.19
464,2,200,other associate unrelated,1.00,1036.62,259.96
464,2,1200,first associate related,1.00,657.37,184.14
464,2,1200,other associate related,0.96,658.26,134.37
464,2,1200,first associate unrelated,0.98,727.59,237.77
464,2,1200,other associate unrelated,0.98,641.33,117.70
465,1,200,first associate related,0.98,722.38,208.05
465,1,200,other associate related,0.98,794.88,214.67
465,1,200,first associate unrelated,0.94,783.88,218.51
465,1,200,other associate unrelated,0.94,761.90,191.54
465,1,1200,first associate related,1.00,1197.98,405.22
465,1,1200,other associate related,1.00,1248.62,252.90
465,1,1200,first associate unrelated,0.98,1376.98,418.93
465,1,1200,other associate unrelated,1.00,1368.42,335.47
465,2,200,first associate related,1.00,1352.98,394.23
465,2,200,other associate related,0.96,1272.60,254.20
465,2,200,first associate unrelated,0.96,1421.84,361.11
465,2,200,other associate unrelated,0.98,1388.08,308.17
465,2,1200,first associate related,0.94,1298.12,324.05
465,2,1200,other associate related,0.98,1358.76,324.94
465,2,1200,first associate unrelated,0.94,1400.06,354.10
465,2,1200,other associate unrelated,0.98,1403.00,299.88
466,1,200,first associate related,0.94,708.90,158.03
466,1,200,other associate related,0.96,703.52,163.34
466,1,200,first associate unrelated,0.96,654.36,114.33
466,1,200,other associate unrelated,1.00,666.63,152.25
466,1,1200,first associate related,0.94,778.51,224.81
466,1,1200,other associate related,0.98,735.92,219.15
466,1,1200,first associate unrelated,0.96,727.54,227.39
466,1,1200,other associate unrelated,1.00,771.13,231.01
466,2,200,first associate related,0.96,825.18,215.62
466,2,200,other associate related,0.94,744.31,276.56
466,2,200,first associate unrelated,0.94,781.04,252.30
466,2,200,other associate unrelated,0.94,745.82,257.15
466,2,1200,first associate related,1.00,779.19,190.61
466,2,1200,other associate related,0.98,785.51,192.98
466,2,1200,first associate unrelated,0.96,803.44,258.83
466,2,1200,other associate unrelated,0.98,798.24,207.65
467,1,200,first associate related,1.00,520.81,56.59
467,1,200,other associate related,1.00,537.73,71.42
467,1,200,first associate unrelated,0.98,553.98,64.13
467,1,200,other associate unrelated,0.94,569.63,84.54
467,1,1200,first associate related,0.98,520.58,127.18
467,1,1200,other associate related,1.00,543.10,111.02
467,1,1200,first associate unrelated,1.00,560.04,141.88
467,1,1200,other associate unrelated,0.98,548.76,94.61
467,2,200,first associate related,1.00,501.58,55.11
467,2,200,other associate related,1.00,523.38,72.15
467,2,200,first associate unrelated,0.96,543.30,70.02
467,2,200,other associate unrelated,1.00,533.15,80.37
467,2,1200,first associate related,0.98,515.08,68.03
467,2,1200,other associate related,1.00,554.02,131.97
467,2,1200,first associate unrelated,0.96,551.56,70.95
467,2,1200,other associate unrelated,0.94,550.71,101.02
468,1,200,first associate related,1.00,708.90,188.42
468,1,200,other associate related,0.98,690.20,171.27
468,1,200,first associate unrelated,0.94,669.29,173.63
468,1,200,other associate unrelated,0.98,679.49,175.40
468,1,1200,first associate related,1.00,589.08,117.72
468,1,1200,other associate related,0.98,655.92,180.48
468,1,1200,first associate unrelated,1.00,660.27,190.04
468,1,1200,other associate unrelated,0.94,647.65,182.31
468,2,200,first associate related,1.00,649.25,161.19
468,2,200,other associate related,0.98,678.14,218.36
468,2,200,first associate unrelated,0.98,649.84,123.96
468,2,200,other associate unrelated,1.00,670.06,166.84
468,2,1200,first associate related,0.96,591.78,128.76
468,2,1200,other associate related,0.94,599.37,107.63
468,2,1200,first associate unrelated,0.98,698.06,217.81
468,2,1200,other associate unrelated,1.00,668.08,180.08
469,1,200,first associate related,0.94,577.06,134.53
469,1,200,other associate related,1.00,583.35,120.99
469,1,200,first associate unrelated,0.98,586.98,97.09
469,1,200,other associate unrelated,0.94,579.65,89.01
469,1,1200,first associate related,0.96,608.16,158.78
469,1,1200,other associate related,0.96,578.60,115.26
469,1,1200,first associate unrelated,1.00,581.48,89.84
469,1,1200,other associate unrelated,1.00,592.44,164.95
469,2,200,first associate related,0.98,515.94,91.93
469,2,200,other associate related,0.94,515.76,95.20
469,2,200,first associate unrelated,0.96,518.27,86.18
469,2,200,other associate unrelated,0.94,522.16,88.78
469,2,1200,first associate related,0.98,554.45,138.80
469,2,1200,other associate related,1.00,552.92,123.89
469,2,1200,first associate unrelated,0.96,543.48,88.95
469,2,1200,other associate unrelated,1.00,568.90,102.92
470,1,200,first associate related,0.96,717.46,195.69
470,1,200,other associate related,0.94,666.90,168.89
470,1,200,first associate unrelated,0.94,707.25,213.59
470,1,200,other associate unrelated,0.96,770.80,244.72
470,1,1200,first associate related,0.96,748.80,193.88
470,1,1200,other associate related,0.96,748.12,182.63
470,1,1200,first associate unrelated,1.00,837.65,242.51
470,1,1200,other associate unrelated,0.96,774.86,190.73
470,2,200,first associate related,0.96,651.46,178.42
470,2,200,other associate related,0.94,666.57,161.01
470,2,200,first associate unrelated,0.88,720.63,273.37
470,2,200,other associate unrelated,0.92,700.60,209.78
470,2,1200,first associate related,0.98,602.33,132.99
470,2,1200,other associate related,0.98,670.47,165.89
470,2,1200,first associate unrelated,1.00,660.85,121.43
470,2,1200,other associate unrelated,0.96,687.92,173.70
471,1,200,first associate related,1.00,632.60,160.88
471,1,200,other associate related,0.96,637.59,166.72
471,1,200,first associate unrelated,0.91,658.04,173.67
471,1,200,other associate unrelated,0.94,654.48,204.79
471,1,1200,first associate related,0.98,546.92,97.60
471,1,1200,other associate related,0.96,531.42,89.50
471,1,1200,first associate unrelated,1.00,609.48,168.99
471,1,1200,other associate unrelated,0.94,596.69,194.89
471,2,200,first associate related,0.96,585.54,190.64
471,2,200,other associate related,0.98,553.67,143.94
471,2,200,first associate unrelated,0.96,602.74,153.52
471,2,200,other associate unrelated,0.94,569.61,118.25
471,2,1200,first associate related,1.00,606.87,155.28
471,2,1200,other associate related,0.94,599.94,134.40
471,2,1200,first associate unrelated,0.96,583.78,141.13
471,2,1200,other associate unrelated,0.98,608.33,128.81
472,1,200,first associate related,0.94,970.88,440.59
472,1,200,other associate related,0.90,954.74,398.49
472,1,200,first associate unrelated,0.88,973.65,322.01
472,1,200,other associate unrelated,0.98,930.61,318.78
472,1,1200,first associate related,1.00,816.14,171.80
472,1,1200,other associate related,0.98,832.10,259.04
472,1,1200,first associate unrelated,0.96,866.34,227.08
472,1,1200,other associate unrelated,0.92,829.79,236.13
472,2,200,first associate related,0.98,762.04,234.78
472,2,200,other associate related,0.92,849.10,407.24
472,2,200,first associate unrelated,0.87,749.00,193.35
472,2,200,other associate unrelated,0.92,796.09,213.20
472,2,1200,first associate related,0.98,821.02,223.69
472,2,1200,other associate related,0.96,772.60,171.57
472,2,1200,first associate unrelated,0.98,799.41,240.35
472,2,1200,other associate unrelated,0.96,753.16,141.85
473,1,200,first associate related,0.96,704.38,216.56
473,1,200,other associate related,0.96,743.80,267.04
473,1,200,first associate unrelated,1.00,791.21,311.24
473,1,200,other associate unrelated,0.98,784.12,245.22
473,1,1200,first associate related,1.00,643.55,176.56
473,1,1200,other associate related,1.00,654.76,244.67
473,1,1200,first associate unrelated,0.94,659.55,182.32
473,1,1200,other associate unrelated,0.94,778.92,365.38
473,2,200,first associate related,0.96,752.57,242.76
473,2,200,other associate related,0.96,745.18,254.53
473,2,200,first associate unrelated,0.92,820.31,382.85
473,2,200,other associate unrelated,0.94,695.84,240.38
473,2,1200,first associate related,1.00,686.56,211.29
473,2,1200,other associate related,0.98,683.53,216.52
473,2,1200,first associate unrelated,0.98,747.06,281.09
473,2,1200,other associate unrelated,0.92,750.52,404.12
474,1,200,first associate related,1.00,554.20,116.62
474,1,200,other associate related,1.00,551.67,99.99
474,1,200,first associate unrelated,0.94,566.16,86.41
474,1,200,other associate unrelated,0.96,573.61,87.47
474,1,1200,first associate related,0.98,492.98,81.78
474,1,1200,other associate related,1.00,504.73,66.97
474,1,1200,first associate unrelated,0.88,543.74,80.83
474,1,1200,other associate unrelated,0.98,515.10,80.30
474,2,200,first associate related,0.96,554.43,95.14
474,2,200,other associate related,1.00,579.87,91.86
474,2,200,first associate unrelated,0.96,578.44,90.74
474,2,200,other associate unrelated,0.96,579.65,73.47
474,2,1200,first associate related,0.96,529.62,95.08
474,2,1200,other associate related,0.98,538.37,80.99
474,2,1200,first associate unrelated,0.98,549.12,92.13
474,2,1200,other associate unrelated,0.94,562.24,101.84
475,1,200,first associate related,0.94,549.49,124.21
475,1,200,other associate related,0.96,584.38,202.10
475,1,200,first associate unrelated,0.98,618.55,182.31
475,1,200,other associate unrelated,0.98,600.16,139.45
475,1,1200,first associate related,0.98,514.43,73.53
475,1,1200,other associate related,0.96,494.40,65.38
475,1,1200,first associate unrelated,0.92,573.35,295.86
475,1,1200,other associate unrelated,0.90,524.19,78.23
475,2,200,first associate related,0.98,488.20,70.69
475,2,200,other associate related,0.96,494.44,77.49
475,2,200,first associate unrelated,0.85,522.52,116.89
475,2,200,other associate unrelated,0.92,503.15,97.86
475,2,1200,first associate related,0.94,517.24,114.50
475,2,1200,other associate related,0.94,549.78,303.86
475,2,1200,first associate unrelated,0.90,503.06,88.55
475,2,1200,other associate unrelated,0.98,540.70,123.94
476,1,200,first associate related,0.92,552.85,128.16
476,1,200,other associate related,0.82,605.40,138.40
476,1,200,first associate unrelated,0.90,579.26,147.75
476,1,200,other associate unrelated,0.83,608.84,161.29
476,1,1200,first associate related,0.94,551.84,116.91
476,1,1200,other associate related,0.96,545.42,115.40
476,1,1200,first associate unrelated,0.96,572.44,114.01
476,1,1200,other associate unrelated,0.88,562.09,99.94
476,2,200,first associate related,0.98,539.80,142.27
476,2,200,other associate related,0.84,555.23,205.66
476,2,200,first associate unrelated,0.81,582.74,193.63
476,2,200,other associate unrelated,0.81,644.86,401.64
476,2,1200,first associate related,0.91,557.04,164.46
476,2,1200,other associate related,0.90,529.43,129.69
476,2,1200,first associate unrelated,0.94,512.88,83.94
476,2,1200,other associate unrelated,0.83,550.28,135.73
477,1,200,first associate related,0.92,913.85,217.59
477,1,200,other associate related,1.00,964.98,460.16
477,1,200,first associate unrelated,1.00,925.87,224.32
477,1,200,other associate unrelated,0.90,926.36,317.52
477,1,1200,first associate related,0.96,825.32,341.55
477,1,1200,other associate related,0.96,804.06,166.87
477,1,1200,first associate unrelated,0.92,824.17,253.71
477,1,1200,other associate unrelated,0.88,830.36,232.66
477,2,200,first associate related,0.98,641.75,151.22
477,2,200,other associate related,0.96,663.40,159.43
477,2,200,first associate unrelated,0.98,696.80,188.01
477,2,200,other associate unrelated,0.98,711.53,231.02
477,2,1200,first associate related,0.96,675.60,126.37
477,2,1200,other associate related,0.96,685.68,145.68
477,2,1200,first associate unrelated,0.96,753.76,209.96
477,2,1200,other associate unrelated,1.00,724.02,156.98
478,1,200,first associate related,0.88,728.93,359.55
478,1,200,other associate related,0.85,865.67,421.15
478,1,200,first associate unrelated,0.88,888.91,387.61
478,1,200,other associate unrelated,0.87,907.93,395.58
478,1,1200,first associate related,0.92,709.48,187.43
478,1,1200,other associate related,0.81,936.31,431.84
478,1,1200,first associate unrelated,0.94,774.82,229.37
478,1,1200,other associate unrelated,0.87,857.38,310.89
478,2,200,first associate related,0.94,838.90,326.25
478,2,200,other associate related,0.92,891.23,448.39
478,2,200,first associate unrelated,0.84,888.00,287.90
478,2,200,other associate unrelated,0.88,827.00,336.94
478,2,1200,first associate related,0.88,938.15,459.93
478,2,1200,other associate related,0.94,877.94,373.53
478,2,1200,first associate unrelated,0.94,938.43,363.23
478,2,1200,other associate unrelated,0.92,973.90,442.72
479,1,200,first associate related,0.96,639.34,95.24
479,1,200,other associate related,0.98,660.80,106.58
479,1,200,first associate unrelated,0.90,676.98,119.12
479,1,200,other associate unrelated,0.90,688.66,127.87
479,1,1200,first associate related,1.00,577.63,83.87
479,1,1200,other associate related,0.98,573.51,75.71
479,1,1200,first associate unrelated,0.94,607.20,110.31
479,1,1200,other associate unrelated,0.88,645.80,148.76
479,2,200,first associate related,0.98,608.20,122.52
479,2,200,other associate related,0.96,612.94,75.89
479,2,200,first associate unrelated,0.98,600.10,83.18
479,2,200,other associate unrelated,1.00,647.31,116.44
479,2,1200,first associate related,0.98,897.74,113.24
479,2,1200,other associate related,0.98,885.96,159.55
479,2,1200,first associate unrelated,0.96,938.34,172.14
479,2,1200,other associate unrelated,1.00,951.12,215.84
480,1,200,first associate related,0.96,572.06,163.94
480,1,200,other associate related,0.92,534.00,100.37
480,1,200,first associate unrelated,0.96,567.00,139.66
480,1,200,other associate unrelated,0.90,559.41,105.64
480,1,1200,first associate related,0.98,558.98,143.94
480,1,1200,other associate related,0.98,542.27,77.59
480,1,1200,first associate unrelated,0.96,594.40,130.34
