SubjectNumber,SessionNumber,SOA,PrimeCondition,Accuracy,Mean RT,StDev RT
59,1,1200,other associate related,1.00,602.31,104.92
59,1,1200,first associate unrelated,0.92,674.58,148.28
59,1,1200,other associate unrelated,0.96,671.78,141.40
59,2,200,first associate related,0.83,642.30,306.59
59,2,200,other associate related,0.90,623.49,202.84
59,2,200,first associate unrelated,0.79,557.98,148.73
59,2,200,other associate unrelated,0.87,633.20,220.72
59,2,1200,first associate related,0.92,683.35,400.17
59,2,1200,other associate related,0.79,644.00,508.98
59,2,1200,first associate unrelated,0.81,716.05,365.53
59,2,1200,other associate unrelated,0.86,680.91,367.43
60,1,200,first associate related,0.98,949.00,299.24
60,1,200,other associate related,1.00,983.14,327.85
60,1,200,first associate unrelated,1.00,1068.44,430.80
60,1,200,other associate unrelated,0.98,981.53,309.31
60,1,1200,first associate related,0.96,1133.48,457.90
60,1,1200,other associate related,0.94,1135.63,501.64
60,1,1200,first associate unrelated,0.96,1058.20,465.38
60,1,1200,other associate unrelated,0.90,1081.89,410.40
60,2,200,first associate related,0.98,899.06,287.76
60,2,200,other associate related,0.96,926.35,420.45
60,2,200,first associate unrelated,0.98,1033.41,353.11
60,2,200,other associate unrelated,0.98,1038.12,344.32
60,2,1200,first associate related,0.96,1367.88,350.62
60,2,1200,other associate related,0.98,1420.90,394.90
60,2,1200,first associate unrelated,0.98,1495.42,437.23
60,2,1200,other associate unrelated,1.00,1463.23,520.90
61,1,200,first associate related,0.96,768.10,292.85
61,1,200,other associate related,0.92,683.98,176.63
61,1,200,first associate unrelated,0.88,738.65,225.95
61,1,200,other associate unrelated,0.85,757.02,286.47
61,1,1200,first associate related,0.96,798.98,226.06
61,1,1200,other associate related,1.00,838.52,325.09
61,1,1200,first associate unrelated,0.98,845.27,310.12
61,1,1200,other associate unrelated,0.88,916.42,412.00
61,2,200,first associate related,0.98,761.29,365.76
61,2,200,other associate related,0.88,649.24,167.97
61,2,200,first associate unrelated,0.92,777.31,343.56
61,2,200,other associate unrelated,0.88,669.35,177.15
61,2,1200,first associate related,0.96,693.02,220.68
61,2,1200,other associate related,0.92,691.23,167.34
61,2,1200,first associate unrelated,0.90,727.87,205.37
61,2,1200,other associate unrelated,0.94,711.37,232.79
62,1,200,first associate related,0.94,511.21,56.19
62,1,200,other associate related,1.00,512.45,46.94
62,1,200,first associate unrelated,0.96,523.43,54.64
62,1,200,other associate unrelated,0.98,533.90,65.14
62,1,1200,first associate related,0.98,502.90,50.70
62,1,1200,other associate related,1.00,503.23,51.41
62,1,1200,first associate unrelated,0.96,513.02,47.82
62,1,1200,other associate unrelated,0.96,537.62,76.26
62,2,200,first associate related,1.00,497.17,73.08
62,2,200,other associate related,0.98,491.90,46.57
62,2,200,first associate unrelated,0.98,527.10,85.89
62,2,200,other associate unrelated,0.98,514.96,80.12
62,2,1200,first associate related,1.00,484.13,48.34
62,2,1200,other associate related,1.00,494.38,43.48
62,2,1200,first associate unrelated,0.98,507.39,85.11
62,2,1200,other associate unrelated,0.96,508.50,73.78
63,1,200,first associate related,0.96,633.34,191.19
63,1,200,other associate related,0.98,595.04,151.76
63,1,200,first associate unrelated,0.98,627.35,153.27
63,1,200,other associate unrelated,0.98,665.10,226.05
63,1,1200,first associate related,1.00,833.33,243.73
63,1,1200,other associate related,0.96,874.04,254.16
63,1,1200,first associate unrelated,0.94,854.02,348.92
63,1,1200,other associate unrelated,1.00,808.12,199.25
63,2,200,first associate related,0.98,639.80,189.86
63,2,200,other associate related,0.92,638.96,177.18
63,2,200,first associate unrelated,0.92,697.56,291.55
63,2,200,other associate unrelated,1.00,659.50,173.29
63,2,1200,first associate related,1.00,723.78,223.39
63,2,1200,other associate related,0.96,721.36,210.07
63,2,1200,first associate unrelated,0.92,783.79,262.04
63,2,1200,other associate unrelated,0.94,748.29,213.20
64,1,200,first associate related,0.98,661.80,191.85
64,1,200,other associate related,0.92,624.77,155.18
64,1,200,first associate unrelated,0.96,674.86,195.00
64,1,200,other associate unrelated,0.98,640.76,160.56
64,1,1200,first associate related,1.00,670.83,202.69
64,1,1200,other associate related,1.00,609.23,139.61
64,1,1200,first associate unrelated,0.98,691.33,216.71
64,1,1200,other associate unrelated,0.92,684.48,219.32
64,2,200,first associate related,0.96,665.28,242.30
64,2,200,other associate related,0.94,617.94,180.75
64,2,200,first associate unrelated,0.92,665.06,161.63
64,2,200,other associate unrelated,1.00,656.22,136.29
64,2,1200,first associate related,1.00,589.62,114.73
64,2,1200,other associate related,0.96,624.38,136.01
64,2,1200,first associate unrelated,0.96,593.36,157.22
64,2,1200,other associate unrelated,0.96,580.68,98.27
65,1,200,first associate related,0.98,560.78,112.21
65,1,200,other associate related,1.00,588.83,130.80
65,1,200,first associate unrelated,0.98,583.78,122.29
65,1,200,other associate unrelated,0.98,582.65,121.21
65,1,1200,first associate related,1.00,574.25,95.97
65,1,1200,other associate related,1.00,634.21,179.50
65,1,1200,first associate unrelated,0.96,611.70,122.95
65,1,1200,other associate unrelated,0.98,604.96,123.82
65,2,200,first associate related,1.00,584.64,159.70
65,2,200,other associate related,1.00,571.61,109.82
65,2,200,first associate unrelated,1.00,594.87,139.72
65,2,200,other associate unrelated,0.96,583.10,106.61
65,2,1200,first associate related,0.98,661.76,239.71
65,2,1200,other associate related,0.98,628.73,173.62
65,2,1200,first associate unrelated,0.96,653.24,190.35
65,2,1200,other associate unrelated,0.98,644.63,143.19
66,1,200,first associate related,1.00,519.63,59.69
66,1,200,other associate related,1.00,521.02,64.13
66,1,200,first associate unrelated,0.98,545.26,84.11
66,1,200,other associate unrelated,1.00,538.79,77.27
66,1,1200,first associate related,1.00,526.82,72.30
66,1,1200,other associate related,1.00,532.52,106.86
66,1,1200,first associate unrelated,0.98,536.73,73.83
66,1,1200,other associate unrelated,0.98,550.58,70.55
66,2,200,first associate related,1.00,617.42,158.75
66,2,200,other associate related,1.00,636.08,256.44
66,2,200,first associate unrelated,1.00,623.35,178.49
66,2,200,other associate unrelated,1.00,661.10,345.58
66,2,1200,first associate related,1.00,555.33,72.71
66,2,1200,other associate related,1.00,610.96,150.83
66,2,1200,first associate unrelated,0.96,608.06,154.03
66,2,1200,other associate unrelated,1.00,599.54,115.15
67,1,200,first associate related,1.00,552.48,119.67
67,1,200,other associate related,0.98,549.65,76.92
67,1,200,first associate unrelated,0.94,607.51,182.01
67,1,200,other associate unrelated,0.98,590.44,142.59
67,1,1200,first associate related,1.00,623.25,140.12
67,1,1200,other associate related,0.92,629.56,125.83
67,1,1200,first associate unrelated,0.96,636.00,143.02
67,1,1200,other associate unrelated,0.98,625.96,165.76
67,2,200,first associate related,0.98,503.86,97.16
67,2,200,other associate related,0.96,515.36,99.70
67,2,200,first associate unrelated,1.00,545.67,113.46
67,2,200,other associate unrelated,0.88,529.67,105.12
67,2,1200,first associate related,0.98,650.61,218.09
67,2,1200,other associate related,0.96,607.12,104.03
67,2,1200,first associate unrelated,0.98,627.71,171.47
67,2,1200,other associate unrelated,0.96,632.30,136.05
68,1,200,first associate related,0.98,748.75,246.72
68,1,200,other associate related,0.98,747.47,250.76
68,1,200,first associate unrelated,0.94,773.58,215.57
68,1,200,other associate unrelated,0.88,745.48,250.35
68,1,1200,first associate related,0.94,637.49,190.81
68,1,1200,other associate related,1.00,674.39,278.15
68,1,1200,first associate unrelated,0.98,669.04,235.42
68,1,1200,other associate unrelated,0.94,702.53,372.79
68,2,200,first associate related,1.00,668.37,132.14
68,2,200,other associate related,1.00,700.04,157.27
68,2,200,first associate unrelated,1.00,733.58,187.32
68,2,200,other associate unrelated,1.00,725.77,198.95
68,2,1200,first associate related,1.00,777.94,236.32
68,2,1200,other associate related,0.98,771.92,211.32
68,2,1200,first associate unrelated,0.98,801.86,184.31
68,2,1200,other associate unrelated,1.00,803.54,206.66
69,1,200,first associate related,0.98,682.51,262.32
69,1,200,other associate related,1.00,729.73,373.79
69,1,200,first associate unrelated,1.00,712.88,252.40
69,1,200,other associate unrelated,1.00,687.04,178.40
69,1,1200,first associate related,1.00,878.19,366.79
69,1,1200,other associate related,0.98,803.51,258.24
69,1,1200,first associate unrelated,0.98,952.02,328.82
69,1,1200,other associate unrelated,0.98,929.71,429.37
69,2,200,first associate related,1.00,634.73,178.91
69,2,200,other associate related,0.98,707.37,256.19
69,2,200,first associate unrelated,0.96,702.82,278.93
69,2,200,other associate unrelated,1.00,724.14,251.94
69,2,1200,first associate related,1.00,781.04,260.94
69,2,1200,other associate related,1.00,764.37,271.60
69,2,1200,first associate unrelated,1.00,788.79,288.85
69,2,1200,other associate unrelated,1.00,827.58,349.27
70,1,200,first associate related,1.00,761.29,216.38
70,1,200,other associate related,0.98,708.84,153.27
70,1,200,first associate unrelated,1.00,696.19,114.94
70,1,200,other associate unrelated,1.00,739.37,202.68
70,1,1200,first associate related,1.00,649.77,192.17
70,1,1200,other associate related,0.98,652.73,129.72
70,1,1200,first associate unrelated,1.00,687.88,213.33
70,1,1200,other associate unrelated,0.98,645.90,90.45
70,2,200,first associate related,1.00,624.83,95.71
70,2,200,other associate related,1.00,625.17,77.85
70,2,200,first associate unrelated,0.98,650.71,91.14
70,2,200,other associate unrelated,1.00,668.90,113.05
70,2,1200,first associate related,1.00,607.12,95.80
70,2,1200,other associate related,1.00,629.43,91.63
70,2,1200,first associate unrelated,1.00,605.10,63.33
70,2,1200,other associate unrelated,0.98,650.47,194.83
71,1,200,first associate related,0.98,747.28,238.01
71,1,200,other associate related,0.94,757.55,226.50
71,1,200,first associate unrelated,0.96,815.46,331.82
71,1,200,other associate unrelated,0.96,823.80,223.97
71,1,1200,first associate related,0.98,940.20,329.38
71,1,1200,other associate related,0.96,987.36,410.64
71,1,1200,first associate unrelated,0.90,927.74,367.79
71,1,1200,other associate unrelated,0.96,851.82,300.84
71,2,200,first associate related,0.98,924.33,355.86
71,2,200,other associate related,0.98,996.80,336.73
71,2,200,first associate unrelated,0.90,988.09,339.05
71,2,200,other associate unrelated,1.00,974.77,336.65
71,2,1200,first associate related,1.00,1049.00,319.58
71,2,1200,other associate related,0.94,1068.59,307.94
71,2,1200,first associate unrelated,1.00,1158.17,334.30
71,2,1200,other associate unrelated,0.96,1204.92,442.92
72,1,200,first associate related,0.96,707.76,226.42
72,1,200,other associate related,0.94,724.69,324.10
72,1,200,first associate unrelated,0.94,759.33,273.20
72,1,200,other associate unrelated,0.94,761.22,330.81
72,1,1200,first associate related,0.98,780.24,368.84
72,1,1200,other associate related,0.92,767.96,295.13
72,1,1200,first associate unrelated,0.96,805.53,345.55
72,1,1200,other associate unrelated,0.94,722.35,240.33
72,2,200,first associate related,1.00,1094.06,473.33
72,2,200,other associate related,0.96,1107.54,397.49
72,2,200,first associate unrelated,0.96,1094.98,496.06
72,2,200,other associate unrelated,0.98,1246.41,480.02
72,2,1200,first associate related,0.98,964.04,351.41
72,2,1200,other associate related,0.98,934.61,362.25
72,2,1200,first associate unrelated,0.96,917.84,304.97
72,2,1200,other associate unrelated,0.98,1066.94,336.64
73,1,200,first associate related,1.00,601.11,145.87
73,1,200,other associate related,0.96,639.43,167.51
73,1,200,first associate unrelated,0.98,639.33,159.40
73,1,200,other associate unrelated,1.00,621.04,126.73
73,1,1200,first associate related,1.00,735.84,245.25
73,1,1200,other associate related,0.98,746.78,199.12
73,1,1200,first associate unrelated,1.00,747.71,190.11
73,1,1200,other associate unrelated,1.00,733.79,158.45
73,2,200,first associate related,1.00,594.40,131.44
73,2,200,other associate related,1.00,570.85,83.57
73,2,200,first associate unrelated,0.96,621.39,129.56
73,2,200,other associate unrelated,0.96,605.24,153.41
73,2,1200,first associate related,1.00,619.88,129.33
73,2,1200,other associate related,1.00,608.52,98.14
73,2,1200,first associate unrelated,1.00,628.19,128.54
73,2,1200,other associate unrelated,1.00,644.28,164.56
74,1,200,first associate related,0.92,586.54,108.12
74,1,200,other associate related,0.94,593.59,100.12
74,1,200,first associate unrelated,0.85,597.14,101.50
74,1,200,other associate unrelated,0.92,598.23,102.56
74,1,1200,first associate related,0.90,547.09,96.20
74,1,1200,other associate related,0.90,506.51,68.40
74,1,1200,first associate unrelated,0.90,540.32,83.35
74,1,1200,other associate unrelated,0.87,548.53,91.08
74,2,200,first associate related,0.96,597.82,97.65
74,2,200,other associate related,0.98,598.08,117.36
74,2,200,first associate unrelated,0.92,634.33,133.68
74,2,200,other associate unrelated,0.98,631.96,150.70
74,2,1200,first associate related,0.94,526.96,97.33
74,2,1200,other associate related,0.96,546.62,82.36
74,2,1200,first associate unrelated,0.96,611.78,175.70
74,2,1200,other associate unrelated,0.94,554.10,82.22
75,1,200,first associate related,0.94,1485.12,514.45
75,1,200,other associate related,0.94,1569.14,452.43
75,1,200,first associate unrelated,0.88,1407.41,421.56
75,1,200,other associate unrelated,0.87,1547.36,482.16
75,1,1200,first associate related,0.92,1525.31,430.52
75,1,1200,other associate related,0.83,1697.81,388.12
75,1,1200,first associate unrelated,0.83,1507.86,436.95
75,1,1200,other associate unrelated,0.83,1535.07,456.16
75,2,200,first associate related,0.96,1401.61,315.38
75,2,200,other associate related,0.98,1405.73,311.43
75,2,200,first associate unrelated,0.96,1359.61,327.51
75,2,200,other associate unrelated,1.00,1383.67,350.72
75,2,1200,first associate related,0.94,1485.08,259.14
75,2,1200,other associate related,0.96,1596.59,329.49
75,2,1200,first associate unrelated,0.88,1486.50,302.30
75,2,1200,other associate unrelated,0.94,1486.06,290.78
76,1,200,first associate related,1.00,678.94,148.17
76,1,200,other associate related,1.00,684.65,132.73
76,1,200,first associate unrelated,1.00,726.69,120.03
76,1,200,other associate unrelated,0.98,738.43,211.78
76,1,1200,first associate related,0.98,596.27,104.24
76,1,1200,other associate related,0.98,646.30,101.62
76,1,1200,first associate unrelated,0.98,666.12,166.37
76,1,1200,other associate unrelated,0.98,648.39,180.75
76,2,200,first associate related,1.00,670.38,97.46
76,2,200,other associate related,0.98,724.45,210.47
76,2,200,first associate unrelated,0.98,722.80,127.71
76,2,200,other associate unrelated,0.98,714.76,120.87
76,2,1200,first associate related,1.00,649.90,73.22
76,2,1200,other associate related,0.96,672.58,122.60
76,2,1200,first associate unrelated,1.00,710.50,152.05
76,2,1200,other associate unrelated,1.00,693.40,109.14
77,1,200,first associate related,1.00,575.56,232.06
77,1,200,other associate related,0.96,545.68,190.11
77,1,200,first associate unrelated,0.90,619.13,205.53
77,1,200,other associate unrelated,0.96,632.06,225.93
77,1,1200,first associate related,1.00,519.41,138.50
77,1,1200,other associate related,0.96,609.16,267.47
77,1,1200,first associate unrelated,0.96,571.37,209.28
77,1,1200,other associate unrelated,0.92,509.65,81.48
77,2,200,first associate related,0.96,584.62,216.68
77,2,200,other associate related,0.96,582.68,195.56
77,2,200,first associate unrelated,0.98,670.35,313.07
77,2,200,other associate unrelated,0.94,590.67,164.85
77,2,1200,first associate related,0.98,487.61,193.90
77,2,1200,other associate related,1.00,559.00,231.94
77,2,1200,first associate unrelated,0.87,597.80,191.83
77,2,1200,other associate unrelated,0.94,566.06,229.08
78,1,200,first associate related,0.98,736.14,203.13
78,1,200,other associate related,0.96,706.86,196.06
78,1,200,first associate unrelated,0.98,802.22,270.32
78,1,200,other associate unrelated,1.00,723.39,218.06
78,1,1200,first associate related,0.98,680.69,229.08
78,1,1200,other associate related,1.00,631.13,92.04
78,1,1200,first associate unrelated,1.00,691.19,201.06
78,1,1200,other associate unrelated,1.00,644.04,121.81
78,2,200,first associate related,1.00,655.44,174.56
78,2,200,other associate related,1.00,636.56,138.88
78,2,200,first associate unrelated,0.98,666.59,170.67
78,2,200,other associate unrelated,0.96,654.18,171.21
78,2,1200,first associate related,0.98,586.18,141.09
78,2,1200,other associate related,0.94,627.80,170.06
78,2,1200,first associate unrelated,0.96,629.08,154.36
78,2,1200,other associate unrelated,1.00,637.17,180.30
79,1,200,first associate related,0.98,611.67,135.97
79,1,200,other associate related,0.92,611.92,148.85
79,1,200,first associate unrelated,0.92,683.94,202.53
79,1,200,other associate unrelated,0.85,664.77,178.83
79,1,1200,first associate related,0.92,733.58,229.94
79,1,1200,other associate related,0.94,771.31,300.96
79,1,1200,first associate unrelated,0.90,777.64,255.52
79,1,1200,other associate unrelated,0.94,764.71,270.13
79,2,200,first associate related,0.98,608.12,115.77
79,2,200,other associate related,0.94,604.84,116.60
79,2,200,first associate unrelated,0.94,637.59,199.12
79,2,200,other associate unrelated,0.90,646.43,131.87
79,2,1200,first associate related,0.90,783.55,234.14
79,2,1200,other associate related,0.88,832.36,329.11
79,2,1200,first associate unrelated,0.96,759.39,179.14
79,2,1200,other associate unrelated,0.98,731.68,150.72
80,1,200,first associate related,0.98,672.69,162.56
80,1,200,other associate related,0.98,675.16,142.37
80,1,200,first associate unrelated,0.96,720.60,230.82
80,1,200,other associate unrelated,0.94,680.37,129.08
80,1,1200,first associate related,0.96,638.98,149.00
80,1,1200,other associate related,0.96,643.48,208.85
80,1,1200,first associate unrelated,0.94,674.61,153.83
80,1,1200,other associate unrelated,0.96,725.82,212.67
80,2,200,first associate related,1.00,670.80,123.04
80,2,200,other associate related,0.96,683.62,127.05
80,2,200,first associate unrelated,0.94,726.90,149.03
80,2,200,other associate unrelated,0.92,695.92,116.95
80,2,1200,first associate related,0.94,738.45,138.41
80,2,1200,other associate related,0.98,727.61,207.53
80,2,1200,first associate unrelated,0.92,723.33,189.93
80,2,1200,other associate unrelated,0.96,737.98,142.96
81,1,200,first associate related,1.00,581.29,105.43
81,1,200,other associate related,0.96,616.06,144.38
81,1,200,first associate unrelated,0.98,622.35,112.63
81,1,200,other associate unrelated,0.96,637.59,154.06
81,1,1200,first associate related,1.00,531.62,87.21
81,1,1200,other associate related,1.00,565.19,91.03
81,1,1200,first associate unrelated,1.00,574.94,69.32
81,1,1200,other associate unrelated,1.00,626.87,105.65
81,2,200,first associate related,1.00,567.73,101.34
81,2,200,other associate related,0.98,573.92,95.85
81,2,200,first associate unrelated,0.98,657.02,152.64
81,2,200,other associate unrelated,0.96,621.20,118.71
81,2,1200,first associate related,1.00,595.23,106.19
81,2,1200,other associate related,1.00,608.06,104.66
81,2,1200,first associate unrelated,1.00,652.06,139.42
81,2,1200,other associate unrelated,0.98,639.00,86.13
82,1,200,first associate related,0.90,797.57,266.53
82,1,200,other associate related,0.90,764.23,161.43
82,1,200,first associate unrelated,0.92,811.08,276.83
82,1,200,other associate unrelated,0.88,774.00,217.10
82,1,1200,first associate related,0.96,919.78,462.07
82,1,1200,other associate related,0.94,823.02,243.22
82,1,1200,first associate unrelated,0.90,793.60,273.91
82,1,1200,other associate unrelated,0.94,891.35,268.40
82,2,200,first associate related,0.96,747.12,187.10
82,2,200,other associate related,0.90,798.74,363.96
82,2,200,first associate unrelated,0.96,758.58,229.61
82,2,200,other associate unrelated,0.89,740.66,160.44
82,2,1200,first associate related,0.96,720.90,199.23
82,2,1200,other associate related,0.94,789.29,380.34
82,2,1200,first associate unrelated,0.92,762.79,167.35
82,2,1200,other associate unrelated,0.94,785.88,226.13
83,1,200,first associate related,0.98,892.78,369.58
83,1,200,other associate related,1.00,894.53,317.05
83,1,200,first associate unrelated,1.00,983.77,303.06
83,1,200,other associate unrelated,0.98,943.90,262.18
83,1,1200,first associate related,1.00,1049.36,335.85
83,1,1200,other associate related,1.00,1037.33,386.89
83,1,1200,first associate unrelated,0.98,1046.30,305.71
83,1,1200,other associate unrelated,0.96,1173.92,480.89
83,2,200,first associate related,1.00,938.04,464.19
83,2,200,other associate related,0.96,953.70,371.71
83,2,200,first associate unrelated,0.98,901.84,290.84
83,2,200,other associate unrelated,0.92,918.42,231.93
83,2,1200,first associate related,1.00,1130.42,435.24
83,2,1200,other associate related,0.96,1052.86,341.44
83,2,1200,first associate unrelated,0.98,1117.80,326.88
83,2,1200,other associate unrelated,0.92,1125.17,367.19
84,1,200,first associate related,0.96,696.90,293.95
84,1,200,other associate related,0.98,717.16,283.89
84,1,200,first associate unrelated,0.87,658.78,140.62
84,1,200,other associate unrelated,0.90,680.70,156.54
84,1,1200,first associate related,0.88,647.26,139.51
84,1,1200,other associate related,0.88,640.70,144.76
84,1,1200,first associate unrelated,0.81,611.45,100.27
84,1,1200,other associate unrelated,0.88,635.36,108.85
84,2,200,first associate related,0.94,653.59,189.94
84,2,200,other associate related,1.00,641.35,149.99
84,2,200,first associate unrelated,0.94,635.69,98.75
84,2,200,other associate unrelated,0.90,671.68,173.48
84,2,1200,first associate related,0.96,673.22,197.64
84,2,1200,other associate related,0.83,613.58,149.49
84,2,1200,first associate unrelated,0.87,574.11,109.49
84,2,1200,other associate unrelated,0.87,661.44,242.87
85,1,200,first associate related,1.00,650.17,136.00
85,1,200,other associate related,0.98,697.57,207.22
85,1,200,first associate unrelated,0.98,726.63,212.45
85,1,200,other associate unrelated,0.94,716.43,225.66
85,1,1200,first associate related,0.98,747.92,263.95
85,1,1200,other associate related,0.98,724.18,269.53
85,1,1200,first associate unrelated,0.94,833.22,297.75
85,1,1200,other associate unrelated,0.92,827.10,320.97
85,2,200,first associate related,0.96,797.69,469.31
85,2,200,other associate related,0.96,779.12,297.47
85,2,200,first associate unrelated,0.94,853.71,488.42
85,2,200,other associate unrelated,0.98,785.24,321.63
85,2,1200,first associate related,0.98,786.73,383.81
85,2,1200,other associate related,0.92,790.90,287.89
85,2,1200,first associate unrelated,0.94,783.96,285.24
85,2,1200,other associate unrelated,0.94,933.73,390.72
86,1,200,first associate related,1.00,664.56,175.65
86,1,200,other associate related,0.94,666.33,184.92
86,1,200,first associate unrelated,0.98,712.68,200.22
86,1,200,other associate unrelated,0.96,648.40,159.95
86,1,1200,first associate related,0.98,726.31,261.46
86,1,1200,other associate related,0.94,678.27,206.18
86,1,1200,first associate unrelated,0.92,746.40,256.22
86,1,1200,other associate unrelated,0.98,691.55,178.16
86,2,200,first associate related,0.94,575.14,107.16
86,2,200,other associate related,0.94,563.49,90.88
86,2,200,first associate unrelated,0.85,566.75,82.37
86,2,200,other associate unrelated,0.96,586.80,96.20
86,2,1200,first associate related,0.96,600.34,208.30
86,2,1200,other associate related,0.96,569.86,117.76
86,2,1200,first associate unrelated,0.92,612.48,165.19
86,2,1200,other associate unrelated,0.88,564.62,127.55
87,1,200,first associate related,0.98,839.88,266.59
87,1,200,other associate related,1.00,844.88,247.71
87,1,200,first associate unrelated,0.98,908.38,291.40
87,1,200,other associate unrelated,0.98,868.32,298.76
87,1,1200,first associate related,1.00,952.73,337.36
87,1,1200,other associate related,0.94,942.18,384.02
87,1,1200,first associate unrelated,0.94,936.27,281.34
87,1,1200,other associate unrelated,0.96,943.28,334.39
87,2,200,first associate related,0.96,905.00,304.75
87,2,200,other associate related,0.90,815.26,211.14
87,2,200,first associate unrelated,0.92,1071.42,518.63
87,2,200,other associate unrelated,1.00,860.54,276.98
87,2,1200,first associate related,1.00,1148.78,470.61
87,2,1200,other associate related,0.82,1235.93,611.47
87,2,1200,first associate unrelated,0.94,1262.07,406.46
87,2,1200,other associate unrelated,0.83,1135.80,624.26
88,1,200,first associate related,0.96,1007.30,425.16
88,1,200,other associate related,0.92,1007.83,372.43
88,1,200,first associate unrelated,0.94,1049.33,394.93
88,1,200,other associate unrelated,0.94,1142.33,422.33
88,1,1200,first associate related,1.00,980.71,289.00
88,1,1200,other associate related,1.00,932.98,299.34
88,1,1200,first associate unrelated,0.92,1196.90,448.26
88,1,1200,other associate unrelated,0.98,989.00,408.27
88,2,200,first associate related,0.96,1168.76,417.57
88,2,200,other associate related,0.90,1212.64,407.29
88,2,200,first associate unrelated,0.92,1241.15,332.82
88,2,200,other associate unrelated,0.90,1243.76,358.29
88,2,1200,first associate related,0.98,1303.45,401.02
88,2,1200,other associate related,0.98,1355.22,426.69
88,2,1200,first associate unrelated,0.98,1308.75,307.33
88,2,1200,other associate unrelated,0.96,1240.76,264.33
89,1,200,first associate related,1.00,629.35,173.45
89,1,200,other associate related,0.98,659.12,210.09
89,1,200,first associate unrelated,0.96,633.78,149.48
89,1,200,other associate unrelated,0.96,685.54,278.50
89,1,1200,first associate related,1.00,637.75,266.26
89,1,1200,other associate related,0.98,605.52,186.92
89,1,1200,first associate unrelated,0.98,642.53,119.31
89,1,1200,other associate unrelated,0.98,652.57,181.25
89,2,200,first associate related,1.00,663.37,199.81
89,2,200,other associate related,1.00,707.40,212.32
89,2,200,first associate unrelated,1.00,699.60,147.83
89,2,200,other associate unrelated,1.00,657.33,126.12
89,2,1200,first associate related,1.00,581.29,117.51
89,2,1200,other associate related,1.00,621.35,145.08
89,2,1200,first associate unrelated,1.00,657.67,168.84
89,2,1200,other associate unrelated,0.96,643.26,157.81
90,1,200,first associate related,1.00,1333.63,278.23
90,1,200,other associate related,1.00,1170.75,300.84
90,1,200,first associate unrelated,0.98,1307.53,315.12
90,1,200,other associate unrelated,1.00,1255.42,326.24
90,1,1200,first associate related,0.96,1286.20,339.28
90,1,1200,other associate related,0.98,1307.98,404.67
90,1,1200,first associate unrelated,0.92,1335.54,328.15
90,1,1200,other associate unrelated,0.98,1377.02,351.35
90,2,200,first associate related,1.00,1143.39,426.95
90,2,200,other associate related,1.00,1206.52,483.45
90,2,200,first associate unrelated,0.98,1083.69,372.61
90,2,200,other associate unrelated,0.98,1143.15,410.11
90,2,1200,first associate related,0.98,991.47,361.60
90,2,1200,other associate related,0.96,1018.48,379.28
90,2,1200,first associate unrelated,0.98,1025.82,358.90
90,2,1200,other associate unrelated,1.00,1044.90,414.54
91,1,200,first associate related,1.00,679.38,157.43
91,1,200,other associate related,0.98,769.73,188.54
91,1,200,first associate unrelated,1.00,754.79,216.80
91,1,200,other associate unrelated,0.96,742.30,128.36
91,1,1200,first associate related,1.00,775.44,275.00
91,1,1200,other associate related,1.00,721.25,215.29
91,1,1200,first associate unrelated,0.96,722.94,119.95
91,1,1200,other associate unrelated,0.96,707.50,115.83
91,2,200,first associate related,0.98,667.92,177.31
91,2,200,other associate related,0.98,688.12,154.45
91,2,200,first associate unrelated,1.00,754.56,230.73
91,2,200,other associate unrelated,0.98,724.63,152.39
91,2,1200,first associate related,0.98,875.06,299.72
91,2,1200,other associate related,0.96,890.94,276.07
91,2,1200,first associate unrelated,1.00,857.46,282.20
91,2,1200,other associate unrelated,0.96,904.51,255.10
92,1,200,first associate related,0.98,586.76,117.69
92,1,200,other associate related,1.00,584.22,90.58
92,1,200,first associate unrelated,0.96,581.38,95.20
92,1,200,other associate unrelated,0.96,590.34,97.54
92,1,1200,first associate related,0.98,567.80,115.65
92,1,1200,other associate related,0.96,572.08,112.19
92,1,1200,first associate unrelated,1.00,567.12,98.84
92,1,1200,other associate unrelated,0.98,574.71,106.13
92,2,200,first associate related,0.96,582.92,110.82
92,2,200,other associate related,0.96,591.06,93.06
92,2,200,first associate unrelated,0.98,628.86,140.79
92,2,200,other associate unrelated,0.98,621.63,100.06
92,2,1200,first associate related,0.98,576.83,96.41
92,2,1200,other associate related,1.00,581.75,102.65
92,2,1200,first associate unrelated,0.98,595.40,138.98
92,2,1200,other associate unrelated,0.98,577.98,97.36
93,1,200,first associate related,0.96,732.66,192.22
93,1,200,other associate related,0.98,753.69,250.36
93,1,200,first associate unrelated,0.98,825.37,307.05
93,1,200,other associate unrelated,1.00,772.27,236.58
93,1,1200,first associate related,0.98,827.80,288.62
93,1,1200,other associate related,1.00,899.56,404.75
93,1,1200,first associate unrelated,0.96,894.06,363.08
93,1,1200,other associate unrelated,1.00,880.16,268.46
93,2,200,first associate related,0.98,674.10,231.00
93,2,200,other associate related,0.96,730.92,219.11
93,2,200,first associate unrelated,1.00,827.27,310.72
93,2,200,other associate unrelated,0.96,731.46,181.46
93,2,1200,first associate related,0.98,835.20,278.78
93,2,1200,other associate related,0.96,863.20,280.81
93,2,1200,first associate unrelated,1.00,991.63,465.95
93,2,1200,other associate unrelated,0.96,938.98,334.55
